Year,Country category,Country,Sex category,Sex,Migration label,Origin or Destination,UNIT,VALUE
2003,ZZWORX23,Other countries (23),1,Male,1,Net migration,Thousand,6.3
2003,ZZWORX23,Other countries (23),1,Male,4,Emigrants: All destinations,Thousand,7.3
2003,ZZWORX23,Other countries (23),1,Male,5,Immigrants: All origins,Thousand,13.6
2003,ZZWORX23,Other countries (23),2,Female,1,Net migration,Thousand,9.5
2003,ZZWORX23,Other countries (23),2,Female,4,Emigrants: All destinations,Thousand,4.0
2003,ZZWORX23,Other countries (23),2,Female,5,Immigrants: All origins,Thousand,13.6
2003,-,All countries,-,Both sexes,1,Net migration,Thousand,30.7
2003,-,All countries,-,Both sexes,4,Emigrants: All destinations,Thousand,29.3
2003,-,All countries,-,Both sexes,5,Immigrants: All origins,Thousand,60.0
2003,-,All countries,1,Male,1,Net migration,Thousand,14.3
2003,-,All countries,1,Male,4,Emigrants: All destinations,Thousand,17.0
2003,-,All countries,1,Male,5,Immigrants: All origins,Thousand,31.4
2003,-,All countries,2,Female,1,Net migration,Thousand,16.3
2003,-,All countries,2,Female,4,Emigrants: All destinations,Thousand,12.3
2003,-,All countries,2,Female,5,Immigrants: All origins,Thousand,28.6
2003,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,1,Net migration,Thousand,5.3
2003,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,4,Emigrants: All destinations,Thousand,6.5
2003,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,5,Immigrants: All origins,Thousand,11.8
2003,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,1,Net migration,Thousand,3.2
2003,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,4,Emigrants: All destinations,Thousand,2.8
2003,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,5,Immigrants: All origins,Thousand,6.0
2003,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,1,Net migration,Thousand,2.1
2003,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,4,Emigrants: All destinations,Thousand,3.7
2003,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,5,Immigrants: All origins,Thousand,5.8
2004,GB1,United Kingdom (1),-,Both sexes,1,Net migration,Thousand,7.5
2004,GB1,United Kingdom (1),-,Both sexes,4,Emigrants: All destinations,Thousand,7.1
2004,GB1,United Kingdom (1),-,Both sexes,5,Immigrants: All origins,Thousand,14.6
2004,GB1,United Kingdom (1),1,Male,1,Net migration,Thousand,4.8
2004,GB1,United Kingdom (1),1,Male,4,Emigrants: All destinations,Thousand,2.9
2004,GB1,United Kingdom (1),1,Male,5,Immigrants: All origins,Thousand,7.7
2004,GB1,United Kingdom (1),2,Female,1,Net migration,Thousand,2.7
2004,GB1,United Kingdom (1),2,Female,4,Emigrants: All destinations,Thousand,4.2
2004,GB1,United Kingdom (1),2,Female,5,Immigrants: All origins,Thousand,6.9
2004,US,United States,-,Both sexes,1,Net migration,Thousand,1.4
2004,US,United States,-,Both sexes,4,Emigrants: All destinations,Thousand,3.9
2004,US,United States,-,Both sexes,5,Immigrants: All origins,Thousand,5.3
2004,US,United States,1,Male,1,Net migration,Thousand,0.7
2004,US,United States,1,Male,4,Emigrants: All destinations,Thousand,2.1
2004,US,United States,1,Male,5,Immigrants: All origins,Thousand,2.9
2004,US,United States,2,Female,1,Net migration,Thousand,0.7
2004,US,United States,2,Female,4,Emigrants: All destinations,Thousand,1.8
2004,US,United States,2,Female,5,Immigrants: All origins,Thousand,2.5
2004,ZZWORX23,Other countries (23),-,Both sexes,1,Net migration,Thousand,12.9
2004,ZZWORX23,Other countries (23),-,Both sexes,4,Emigrants: All destinations,Thousand,10.5
2004,ZZWORX23,Other countries (23),-,Both sexes,5,Immigrants: All origins,Thousand,23.3
2004,ZZWORX23,Other countries (23),1,Male,1,Net migration,Thousand,7.1
2004,ZZWORX23,Other countries (23),1,Male,4,Emigrants: All destinations,Thousand,5.3
2004,ZZWORX23,Other countries (23),1,Male,5,Immigrants: All origins,Thousand,12.4
2004,ZZWORX23,Other countries (23),2,Female,1,Net migration,Thousand,5.7
2004,ZZWORX23,Other countries (23),2,Female,4,Emigrants: All destinations,Thousand,5.2
2004,ZZWORX23,Other countries (23),2,Female,5,Immigrants: All origins,Thousand,10.9
2004,-,All countries,-,Both sexes,1,Net migration,Thousand,32.0
2004,-,All countries,-,Both sexes,4,Emigrants: All destinations,Thousand,26.5
2004,-,All countries,-,Both sexes,5,Immigrants: All origins,Thousand,58.5
2004,-,All countries,1,Male,1,Net migration,Thousand,18.0
2004,-,All countries,1,Male,4,Emigrants: All destinations,Thousand,12.5
2004,-,All countries,1,Male,5,Immigrants: All origins,Thousand,30.5
2004,-,All countries,2,Female,1,Net migration,Thousand,14.0
2004,-,All countries,2,Female,4,Emigrants: All destinations,Thousand,14.0
2004,-,All countries,2,Female,5,Immigrants: All origins,Thousand,28.0
2004,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,1,Net migration,Thousand,10.2
2004,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,4,Emigrants: All destinations,Thousand,5.0
2004,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,5,Immigrants: All origins,Thousand,15.2
2004,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,1,Net migration,Thousand,5.4
2004,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,4,Emigrants: All destinations,Thousand,2.2
2004,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,5,Immigrants: All origins,Thousand,7.6
2004,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,1,Net migration,Thousand,4.8
2004,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,4,Emigrants: All destinations,Thousand,2.8
2004,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,5,Immigrants: All origins,Thousand,7.6
2005,GB1,United Kingdom (1),-,Both sexes,1,Net migration,Thousand,7.7
2005,GB1,United Kingdom (1),-,Both sexes,4,Emigrants: All destinations,Thousand,7.9
2005,GB1,United Kingdom (1),-,Both sexes,5,Immigrants: All origins,Thousand,15.6
2005,GB1,United Kingdom (1),1,Male,1,Net migration,Thousand,4.5
2005,GB1,United Kingdom (1),1,Male,4,Emigrants: All destinations,Thousand,3.9
2005,GB1,United Kingdom (1),1,Male,5,Immigrants: All origins,Thousand,8.4
2005,GB1,United Kingdom (1),2,Female,1,Net migration,Thousand,3.2
2005,GB1,United Kingdom (1),2,Female,4,Emigrants: All destinations,Thousand,3.9
2005,GB1,United Kingdom (1),2,Female,5,Immigrants: All origins,Thousand,7.2
2005,US,United States,-,Both sexes,1,Net migration,Thousand,1.5
2005,US,United States,-,Both sexes,4,Emigrants: All destinations,Thousand,3.3
2005,US,United States,-,Both sexes,5,Immigrants: All origins,Thousand,4.8
2005,US,United States,1,Male,1,Net migration,Thousand,0.0
2005,US,United States,1,Male,4,Emigrants: All destinations,Thousand,1.6
2005,US,United States,1,Male,5,Immigrants: All origins,Thousand,1.6
2005,US,United States,2,Female,1,Net migration,Thousand,1.5
2005,US,United States,2,Female,4,Emigrants: All destinations,Thousand,1.6
2005,US,United States,2,Female,5,Immigrants: All origins,Thousand,3.1
2005,ZZWORX23,Other countries (23),-,Both sexes,1,Net migration,Thousand,6.7
2005,ZZWORX23,Other countries (23),-,Both sexes,4,Emigrants: All destinations,Thousand,12.7
2005,ZZWORX23,Other countries (23),-,Both sexes,5,Immigrants: All origins,Thousand,19.4
2005,ZZWORX23,Other countries (23),1,Male,1,Net migration,Thousand,3.1
2005,ZZWORX23,Other countries (23),1,Male,4,Emigrants: All destinations,Thousand,6.8
2005,ZZWORX23,Other countries (23),1,Male,5,Immigrants: All origins,Thousand,9.9
2005,ZZWORX23,Other countries (23),2,Female,1,Net migration,Thousand,3.7
2005,ZZWORX23,Other countries (23),2,Female,4,Emigrants: All destinations,Thousand,5.8
2005,ZZWORX23,Other countries (23),2,Female,5,Immigrants: All origins,Thousand,9.5
2005,-,All countries,-,Both sexes,1,Net migration,Thousand,55.1
2005,-,All countries,-,Both sexes,4,Emigrants: All destinations,Thousand,29.4
2005,-,All countries,-,Both sexes,5,Immigrants: All origins,Thousand,84.6
2005,-,All countries,1,Male,1,Net migration,Thousand,32.6
2005,-,All countries,1,Male,4,Emigrants: All destinations,Thousand,14.9
2005,-,All countries,1,Male,5,Immigrants: All origins,Thousand,47.5
2005,-,All countries,2,Female,1,Net migration,Thousand,22.5
2005,-,All countries,2,Female,4,Emigrants: All destinations,Thousand,14.6
2005,-,All countries,2,Female,5,Immigrants: All origins,Thousand,37.1
2005,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,1,Net migration,Thousand,6.2
2005,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,4,Emigrants: All destinations,Thousand,4.9
2005,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,5,Immigrants: All origins,Thousand,11.1
2005,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,1,Net migration,Thousand,2.8
2005,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,4,Emigrants: All destinations,Thousand,2.1
2005,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,5,Immigrants: All origins,Thousand,4.9
2005,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,1,Net migration,Thousand,3.4
2005,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,4,Emigrants: All destinations,Thousand,2.8
2005,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,5,Immigrants: All origins,Thousand,6.2
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,1,Net migration,Thousand,32.9
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,4,Emigrants: All destinations,Thousand,0.8
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,5,Immigrants: All origins,Thousand,33.7
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,1,Net migration,Thousand,22.2
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,4,Emigrants: All destinations,Thousand,0.4
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,5,Immigrants: All origins,Thousand,22.6
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,1,Net migration,Thousand,10.7
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,4,Emigrants: All destinations,Thousand,0.4
2005,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,5,Immigrants: All origins,Thousand,11.1
2006,GB1,United Kingdom (1),-,Both sexes,1,Net migration,Thousand,8.9
2006,GB1,United Kingdom (1),-,Both sexes,4,Emigrants: All destinations,Thousand,8.8
2006,GB1,United Kingdom (1),-,Both sexes,5,Immigrants: All origins,Thousand,17.7
2006,GB1,United Kingdom (1),1,Male,1,Net migration,Thousand,5.2
2006,GB1,United Kingdom (1),1,Male,4,Emigrants: All destinations,Thousand,4.5
2006,GB1,United Kingdom (1),1,Male,5,Immigrants: All origins,Thousand,9.7
2006,GB1,United Kingdom (1),2,Female,1,Net migration,Thousand,3.6
2006,GB1,United Kingdom (1),2,Female,4,Emigrants: All destinations,Thousand,4.4
2006,GB1,United Kingdom (1),2,Female,5,Immigrants: All origins,Thousand,8.0
2006,US,United States,-,Both sexes,1,Net migration,Thousand,0.7
2006,US,United States,-,Both sexes,4,Emigrants: All destinations,Thousand,3.3
2006,US,United States,-,Both sexes,5,Immigrants: All origins,Thousand,4.0
2006,US,United States,1,Male,1,Net migration,Thousand,0.1
2006,US,United States,1,Male,4,Emigrants: All destinations,Thousand,1.6
2006,US,United States,1,Male,5,Immigrants: All origins,Thousand,1.7
2006,US,United States,2,Female,1,Net migration,Thousand,0.6
2006,US,United States,2,Female,4,Emigrants: All destinations,Thousand,1.7
2006,US,United States,2,Female,5,Immigrants: All origins,Thousand,2.3
2006,ZZWORX23,Other countries (23),-,Both sexes,1,Net migration,Thousand,7.5
2006,ZZWORX23,Other countries (23),-,Both sexes,4,Emigrants: All destinations,Thousand,15.8
2006,ZZWORX23,Other countries (23),-,Both sexes,5,Immigrants: All origins,Thousand,23.3
2006,ZZWORX23,Other countries (23),1,Male,1,Net migration,Thousand,2.3
2006,ZZWORX23,Other countries (23),1,Male,4,Emigrants: All destinations,Thousand,9.3
2006,ZZWORX23,Other countries (23),1,Male,5,Immigrants: All origins,Thousand,11.6
2006,ZZWORX23,Other countries (23),2,Female,1,Net migration,Thousand,5.2
2006,ZZWORX23,Other countries (23),2,Female,4,Emigrants: All destinations,Thousand,6.6
2006,ZZWORX23,Other countries (23),2,Female,5,Immigrants: All origins,Thousand,11.8
2006,-,All countries,-,Both sexes,1,Net migration,Thousand,71.8
2006,-,All countries,-,Both sexes,4,Emigrants: All destinations,Thousand,36.0
2006,-,All countries,-,Both sexes,5,Immigrants: All origins,Thousand,107.8
2006,-,All countries,1,Male,1,Net migration,Thousand,41.6
2006,-,All countries,1,Male,4,Emigrants: All destinations,Thousand,18.7
2006,-,All countries,1,Male,5,Immigrants: All origins,Thousand,60.3
2006,-,All countries,2,Female,1,Net migration,Thousand,30.2
2006,-,All countries,2,Female,4,Emigrants: All destinations,Thousand,17.3
2006,-,All countries,2,Female,5,Immigrants: All origins,Thousand,47.5
2006,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,1,Net migration,Thousand,7.8
2006,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,4,Emigrants: All destinations,Thousand,5.7
2006,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,5,Immigrants: All origins,Thousand,13.5
2006,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,1,Net migration,Thousand,4.4
2006,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,4,Emigrants: All destinations,Thousand,2.4
2006,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,5,Immigrants: All origins,Thousand,6.8
2006,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,1,Net migration,Thousand,3.4
2006,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,4,Emigrants: All destinations,Thousand,3.3
2006,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,5,Immigrants: All origins,Thousand,6.7
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,1,Net migration,Thousand,47.0
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,4,Emigrants: All destinations,Thousand,2.3
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,5,Immigrants: All origins,Thousand,49.3
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,1,Net migration,Thousand,29.5
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,4,Emigrants: All destinations,Thousand,1.0
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,5,Immigrants: All origins,Thousand,30.5
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,1,Net migration,Thousand,17.4
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,4,Emigrants: All destinations,Thousand,1.4
2006,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,5,Immigrants: All origins,Thousand,18.8
2007,GB1,United Kingdom (1),-,Both sexes,1,Net migration,Thousand,7.1
2007,GB1,United Kingdom (1),-,Both sexes,4,Emigrants: All destinations,Thousand,11.1
2007,GB1,United Kingdom (1),-,Both sexes,5,Immigrants: All origins,Thousand,18.2
2007,GB1,United Kingdom (1),1,Male,1,Net migration,Thousand,4.2
2007,GB1,United Kingdom (1),1,Male,4,Emigrants: All destinations,Thousand,5.3
2007,GB1,United Kingdom (1),1,Male,5,Immigrants: All origins,Thousand,9.5
2007,GB1,United Kingdom (1),2,Female,1,Net migration,Thousand,2.8
2007,GB1,United Kingdom (1),2,Female,4,Emigrants: All destinations,Thousand,5.9
2007,GB1,United Kingdom (1),2,Female,5,Immigrants: All origins,Thousand,8.7
2007,US,United States,-,Both sexes,1,Net migration,Thousand,2.2
2007,US,United States,-,Both sexes,4,Emigrants: All destinations,Thousand,3.1
2007,US,United States,-,Both sexes,5,Immigrants: All origins,Thousand,5.3
2007,US,United States,1,Male,1,Net migration,Thousand,0.7
2007,US,United States,1,Male,4,Emigrants: All destinations,Thousand,1.8
2007,US,United States,1,Male,5,Immigrants: All origins,Thousand,2.5
2007,US,United States,2,Female,1,Net migration,Thousand,1.4
2007,US,United States,2,Female,4,Emigrants: All destinations,Thousand,1.4
2007,US,United States,2,Female,5,Immigrants: All origins,Thousand,2.8
2007,ZZWORX23,Other countries (23),-,Both sexes,1,Net migration,Thousand,13.9
2007,ZZWORX23,Other countries (23),-,Both sexes,4,Emigrants: All destinations,Thousand,20.8
2007,ZZWORX23,Other countries (23),-,Both sexes,5,Immigrants: All origins,Thousand,34.7
2007,ZZWORX23,Other countries (23),1,Male,1,Net migration,Thousand,5.9
2007,ZZWORX23,Other countries (23),1,Male,4,Emigrants: All destinations,Thousand,12.5
2007,ZZWORX23,Other countries (23),1,Male,5,Immigrants: All origins,Thousand,18.4
2007,ZZWORX23,Other countries (23),2,Female,1,Net migration,Thousand,8.0
2007,ZZWORX23,Other countries (23),2,Female,4,Emigrants: All destinations,Thousand,8.3
2007,ZZWORX23,Other countries (23),2,Female,5,Immigrants: All origins,Thousand,16.3
2007,-,All countries,-,Both sexes,1,Net migration,Thousand,104.8
2007,-,All countries,-,Both sexes,4,Emigrants: All destinations,Thousand,46.3
2007,-,All countries,-,Both sexes,5,Immigrants: All origins,Thousand,151.1
2007,-,All countries,1,Male,1,Net migration,Thousand,54.3
2007,-,All countries,1,Male,4,Emigrants: All destinations,Thousand,25.7
2007,-,All countries,1,Male,5,Immigrants: All origins,Thousand,80.0
2007,-,All countries,2,Female,1,Net migration,Thousand,50.4
2007,-,All countries,2,Female,4,Emigrants: All destinations,Thousand,20.6
2007,-,All countries,2,Female,5,Immigrants: All origins,Thousand,71.1
2007,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,1,Net migration,Thousand,16.8
2007,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,4,Emigrants: All destinations,Thousand,3.5
2007,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,5,Immigrants: All origins,Thousand,20.3
2007,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,1,Net migration,Thousand,7.8
2007,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,4,Emigrants: All destinations,Thousand,1.5
2007,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,5,Immigrants: All origins,Thousand,9.3
2007,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,1,Net migration,Thousand,8.9
2007,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,4,Emigrants: All destinations,Thousand,2.1
2007,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,5,Immigrants: All origins,Thousand,11.0
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,1,Net migration,Thousand,64.9
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,4,Emigrants: All destinations,Thousand,7.7
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,5,Immigrants: All origins,Thousand,72.6
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,1,Net migration,Thousand,35.6
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,4,Emigrants: All destinations,Thousand,4.7
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,5,Immigrants: All origins,Thousand,40.3
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,1,Net migration,Thousand,29.3
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,4,Emigrants: All destinations,Thousand,3.0
2007,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,5,Immigrants: All origins,Thousand,32.3
2008,GB1,United Kingdom (1),-,Both sexes,1,Net migration,Thousand,11.8
2008,GB1,United Kingdom (1),-,Both sexes,4,Emigrants: All destinations,Thousand,7.6
2008,GB1,United Kingdom (1),-,Both sexes,5,Immigrants: All origins,Thousand,19.4
2008,GB1,United Kingdom (1),1,Male,1,Net migration,Thousand,6.7
2008,GB1,United Kingdom (1),1,Male,4,Emigrants: All destinations,Thousand,3.9
2008,GB1,United Kingdom (1),1,Male,5,Immigrants: All origins,Thousand,10.6
2008,GB1,United Kingdom (1),2,Female,1,Net migration,Thousand,5.1
2008,GB1,United Kingdom (1),2,Female,4,Emigrants: All destinations,Thousand,3.7
2008,GB1,United Kingdom (1),2,Female,5,Immigrants: All origins,Thousand,8.8
2008,US,United States,-,Both sexes,1,Net migration,Thousand,2.6
2008,US,United States,-,Both sexes,4,Emigrants: All destinations,Thousand,2.4
2008,US,United States,-,Both sexes,5,Immigrants: All origins,Thousand,5.0
2008,US,United States,1,Male,1,Net migration,Thousand,0.6
2008,US,United States,1,Male,4,Emigrants: All destinations,Thousand,1.8
2008,US,United States,1,Male,5,Immigrants: All origins,Thousand,2.3
2008,US,United States,2,Female,1,Net migration,Thousand,2.1
2008,US,United States,2,Female,4,Emigrants: All destinations,Thousand,0.6
2008,US,United States,2,Female,5,Immigrants: All origins,Thousand,2.7
2008,CA,Canada,-,Both sexes,1,Net migration,Thousand,0.9
2008,CA,Canada,-,Both sexes,4,Emigrants: All destinations,Thousand,1.1
2008,CA,Canada,-,Both sexes,5,Immigrants: All origins,Thousand,2.0
2008,CA,Canada,1,Male,1,Net migration,Thousand,0.0
2008,CA,Canada,1,Male,4,Emigrants: All destinations,Thousand,0.6
2008,CA,Canada,1,Male,5,Immigrants: All origins,Thousand,0.6
2008,CA,Canada,2,Female,1,Net migration,Thousand,0.9
2008,CA,Canada,2,Female,4,Emigrants: All destinations,Thousand,0.5
2008,CA,Canada,2,Female,5,Immigrants: All origins,Thousand,1.4
2008,AU,Australia,-,Both sexes,1,Net migration,Thousand,-3.2
2008,AU,Australia,-,Both sexes,4,Emigrants: All destinations,Thousand,10.4
2008,AU,Australia,-,Both sexes,5,Immigrants: All origins,Thousand,7.1
2008,AU,Australia,1,Male,1,Net migration,Thousand,-3.2
2008,AU,Australia,1,Male,4,Emigrants: All destinations,Thousand,6.5
2008,AU,Australia,1,Male,5,Immigrants: All origins,Thousand,3.3
2008,AU,Australia,2,Female,1,Net migration,Thousand,0.0
2008,AU,Australia,2,Female,4,Emigrants: All destinations,Thousand,3.9
2008,AU,Australia,2,Female,5,Immigrants: All origins,Thousand,3.9
2008,ZZWORX23,Other countries (23),-,Both sexes,1,Net migration,Thousand,10.2
2008,ZZWORX23,Other countries (23),-,Both sexes,4,Emigrants: All destinations,Thousand,9.8
2008,ZZWORX23,Other countries (23),-,Both sexes,5,Immigrants: All origins,Thousand,20.0
2008,ZZWORX23,Other countries (23),1,Male,1,Net migration,Thousand,3.2
2008,ZZWORX23,Other countries (23),1,Male,4,Emigrants: All destinations,Thousand,7.1
2008,ZZWORX23,Other countries (23),1,Male,5,Immigrants: All origins,Thousand,10.3
2008,ZZWORX23,Other countries (23),2,Female,1,Net migration,Thousand,7.0
2008,ZZWORX23,Other countries (23),2,Female,4,Emigrants: All destinations,Thousand,2.7
2008,ZZWORX23,Other countries (23),2,Female,5,Immigrants: All origins,Thousand,9.7
2008,-,All countries,-,Both sexes,1,Net migration,Thousand,64.3
2008,-,All countries,-,Both sexes,4,Emigrants: All destinations,Thousand,49.2
2008,-,All countries,-,Both sexes,5,Immigrants: All origins,Thousand,113.5
2008,-,All countries,1,Male,1,Net migration,Thousand,24.4
2008,-,All countries,1,Male,4,Emigrants: All destinations,Thousand,29.6
2008,-,All countries,1,Male,5,Immigrants: All origins,Thousand,53.9
2008,-,All countries,2,Female,1,Net migration,Thousand,39.9
2008,-,All countries,2,Female,4,Emigrants: All destinations,Thousand,19.6
2008,-,All countries,2,Female,5,Immigrants: All origins,Thousand,59.5
2008,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,1,Net migration,Thousand,6.7
2008,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,4,Emigrants: All destinations,Thousand,7.8
2008,E1420XIE,EU14 excl Irl (UK & Ireland),-,Both sexes,5,Immigrants: All origins,Thousand,14.5
2008,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,1,Net migration,Thousand,2.9
2008,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,4,Emigrants: All destinations,Thousand,3.2
2008,E1420XIE,EU14 excl Irl (UK & Ireland),1,Male,5,Immigrants: All origins,Thousand,6.1
2008,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,1,Net migration,Thousand,3.7
2008,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,4,Emigrants: All destinations,Thousand,4.6
2008,E1420XIE,EU14 excl Irl (UK & Ireland),2,Female,5,Immigrants: All origins,Thousand,8.4
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,1,Net migration,Thousand,35.4
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,4,Emigrants: All destinations,Thousand,10.1
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),-,Both sexes,5,Immigrants: All origins,Thousand,45.5
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,1,Net migration,Thousand,14.2
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,4,Emigrants: All destinations,Thousand,6.5
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),1,Male,5,Immigrants: All origins,Thousand,20.8
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,1,Net migration,Thousand,21.1
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,4,Emigrants: All destinations,Thousand,3.6
2008,E15E2720,EU15 to EU27 (accession countries joined post 2004),2,Female,5,Immigrants: All origins,Thousand,24.7
2009,GB1,United Kingdom (1),-,Both sexes,1,Net migration,Thousand,0.2
2009,GB1,United Kingdom (1),-,Both sexes,4,Emigrants: All destinations,Thousand,13.2
2009,GB1,United Kingdom (1),-,Both sexes,5,Immigrants: All origins,Thousand,13.4
2009,GB1,United Kingdom (1),1,Male,1,Net migration,Thousand,-0.3
2009,GB1,United Kingdom (1),1,Male,4,Emigrants: All destinations,Thousand,8.0
2009,GB1,United Kingdom (1),1,Male,5,Immigrants: All origins,Thousand,7.8
2009,GB1,United Kingdom (1),2,Female,1,Net migration,Thousand,0.5
2009,GB1,United Kingdom (1),2,Female,4,Emigrants: All destinations,Thousand,5.1
2009,GB1,United Kingdom (1),2,Female,5,Immigrants: All origins,Thousand,5.6
2009,US,United States,-,Both sexes,1,Net migration,Thousand,-1.0
2009,US,United States,-,Both sexes,4,Emigrants: All destinations,Thousand,4.1
2009,US,United States,-,Both sexes,5,Immigrants: All origins,Thousand,3.0
2009,US,United States,1,Male,1,Net migration,Thousand,-0.8
2009,US,United States,1,Male,4,Emigrants: All destinations,Thousand,2.2
2009,US,United States,1,Male,5,Immigrants: All origins,Thousand,1.5
2009,US,United States,2,Female,1,Net migration,Thousand,-0.3
2009,US,United States,2,Female,4,Emigrants: All destinations,Thousand,1.8
2009,US,United States,2,Female,5,Immigrants: All origins,Thousand,1.5
2009,CA,Canada,-,Both sexes,1,Net migration,Thousand,-0.2
2009,CA,Canada,-,Both sexes,4,Emigrants: All destinations,Thousand,1.1
2009,CA,Canada,-,Both sexes,5,Immigrants: All origins,Thousand,1.0
2009,CA,Canada,1,Male,1,Net migration,Thousand,-0.2
2009,CA,Canada,1,Male,4,Emigrants: All destinations,Thousand,0.6
2009,CA,Canada,1,Male,5,Immigrants: All origins,Thousand,0.4
