STATISTIC,STATISTIC Label,TLIST(A1),Year,C02076V02508,Age Group,C02199V02655,Sex,UNIT,VALUE
PEA01,Population Estimates (Persons in April),1962,1962,515,50 - 54 years,-,Both sexes,Thousand,158.6
PEA01,Population Estimates (Persons in April),1962,1962,515,50 - 54 years,1,Male,Thousand,82.2
PEA01,Population Estimates (Persons in April),1962,1962,515,50 - 54 years,2,Female,Thousand,76.4
PEA01,Population Estimates (Persons in April),1962,1962,530,55 - 59 years,-,Both sexes,Thousand,138.2
PEA01,Population Estimates (Persons in April),1962,1962,530,55 - 59 years,1,Male,Thousand,70
PEA01,Population Estimates (Persons in April),1962,1962,530,55 - 59 years,2,Female,Thousand,68.2
PEA01,Population Estimates (Persons in April),1962,1962,550,60 - 64 years,-,Both sexes,Thousand,129.6
PEA01,Population Estimates (Persons in April),1962,1962,550,60 - 64 years,1,Male,Thousand,63.9
PEA01,Population Estimates (Persons in April),1962,1962,550,60 - 64 years,2,Female,Thousand,65.7
PEA01,Population Estimates (Persons in April),1962,1962,565,65 - 69 years,-,Both sexes,Thousand,105.5
PEA01,Population Estimates (Persons in April),1962,1962,565,65 - 69 years,1,Male,Thousand,51.9
PEA01,Population Estimates (Persons in April),1962,1962,565,65 - 69 years,2,Female,Thousand,53.6
PEA01,Population Estimates (Persons in April),1962,1962,580,70 - 74 years,-,Both sexes,Thousand,92.2
PEA01,Population Estimates (Persons in April),1962,1962,580,70 - 74 years,1,Male,Thousand,43.7
PEA01,Population Estimates (Persons in April),1962,1962,580,70 - 74 years,2,Female,Thousand,48.5
PEA01,Population Estimates (Persons in April),1962,1962,595,75 - 79 years,-,Both sexes,Thousand,63.1
PEA01,Population Estimates (Persons in April),1962,1962,595,75 - 79 years,1,Male,Thousand,29.5
PEA01,Population Estimates (Persons in April),1962,1962,595,75 - 79 years,2,Female,Thousand,33.6
PEA01,Population Estimates (Persons in April),1962,1962,610,80 - 84 years,-,Both sexes,Thousand,36.8
PEA01,Population Estimates (Persons in April),1962,1962,610,80 - 84 years,1,Male,Thousand,16.5
PEA01,Population Estimates (Persons in April),1962,1962,610,80 - 84 years,2,Female,Thousand,20.3
PEA01,Population Estimates (Persons in April),1962,1962,630,85 years and over,-,Both sexes,Thousand,18.9
PEA01,Population Estimates (Persons in April),1962,1962,630,85 years and over,1,Male,Thousand,7.8
PEA01,Population Estimates (Persons in April),1962,1962,630,85 years and over,2,Female,Thousand,11.1
PEA01,Population Estimates (Persons in April),1963,1963,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1963,1963,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1963,1963,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1963,1963,245,5 - 9 years,-,Both sexes,Thousand,292.7
PEA01,Population Estimates (Persons in April),1963,1963,245,5 - 9 years,1,Male,Thousand,149.5
PEA01,Population Estimates (Persons in April),1963,1963,245,5 - 9 years,2,Female,Thousand,143.2
PEA01,Population Estimates (Persons in April),1963,1963,265,10 - 14 years,-,Both sexes,Thousand,288
PEA01,Population Estimates (Persons in April),1963,1963,265,10 - 14 years,1,Male,Thousand,147.6
PEA01,Population Estimates (Persons in April),1963,1963,265,10 - 14 years,2,Female,Thousand,140.4
PEA01,Population Estimates (Persons in April),1963,1963,300,15 - 19 years,-,Both sexes,Thousand,244.3
PEA01,Population Estimates (Persons in April),1963,1963,300,15 - 19 years,1,Male,Thousand,125.7
PEA01,Population Estimates (Persons in April),1963,1963,300,15 - 19 years,2,Female,Thousand,118.6
PEA01,Population Estimates (Persons in April),1963,1963,365,20 - 24 years,-,Both sexes,Thousand,169.2
PEA01,Population Estimates (Persons in April),1963,1963,365,20 - 24 years,1,Male,Thousand,86.3
PEA01,Population Estimates (Persons in April),1963,1963,365,20 - 24 years,2,Female,Thousand,82.9
PEA01,Population Estimates (Persons in April),1963,1963,410,25 - 29 years,-,Both sexes,Thousand,147.2
PEA01,Population Estimates (Persons in April),1963,1963,410,25 - 29 years,1,Male,Thousand,73.5
PEA01,Population Estimates (Persons in April),1963,1963,410,25 - 29 years,2,Female,Thousand,73.7
PEA01,Population Estimates (Persons in April),1963,1963,440,30 - 34 years,-,Both sexes,Thousand,150.6
PEA01,Population Estimates (Persons in April),1963,1963,440,30 - 34 years,1,Male,Thousand,74.8
PEA01,Population Estimates (Persons in April),1963,1963,440,30 - 34 years,2,Female,Thousand,75.8
PEA01,Population Estimates (Persons in April),1963,1963,460,35 - 39 years,-,Both sexes,Thousand,162.2
PEA01,Population Estimates (Persons in April),1963,1963,460,35 - 39 years,1,Male,Thousand,79.8
PEA01,Population Estimates (Persons in April),1963,1963,460,35 - 39 years,2,Female,Thousand,82.4
PEA01,Population Estimates (Persons in April),1963,1963,475,40 - 44 years,-,Both sexes,Thousand,167.9
PEA01,Population Estimates (Persons in April),1963,1963,475,40 - 44 years,1,Male,Thousand,83.5
PEA01,Population Estimates (Persons in April),1963,1963,475,40 - 44 years,2,Female,Thousand,84.4
PEA01,Population Estimates (Persons in April),1963,1963,495,45 - 49 years,-,Both sexes,Thousand,171.8
PEA01,Population Estimates (Persons in April),1963,1963,495,45 - 49 years,1,Male,Thousand,87.1
PEA01,Population Estimates (Persons in April),1963,1963,495,45 - 49 years,2,Female,Thousand,84.7
PEA01,Population Estimates (Persons in April),1963,1963,515,50 - 54 years,-,Both sexes,Thousand,160.5
PEA01,Population Estimates (Persons in April),1963,1963,515,50 - 54 years,1,Male,Thousand,82.9
PEA01,Population Estimates (Persons in April),1963,1963,515,50 - 54 years,2,Female,Thousand,77.6
PEA01,Population Estimates (Persons in April),1963,1963,530,55 - 59 years,-,Both sexes,Thousand,140.7
PEA01,Population Estimates (Persons in April),1963,1963,530,55 - 59 years,1,Male,Thousand,71.6
PEA01,Population Estimates (Persons in April),1963,1963,530,55 - 59 years,2,Female,Thousand,69.1
PEA01,Population Estimates (Persons in April),1963,1963,550,60 - 64 years,-,Both sexes,Thousand,128.5
PEA01,Population Estimates (Persons in April),1963,1963,550,60 - 64 years,1,Male,Thousand,63.5
PEA01,Population Estimates (Persons in April),1963,1963,550,60 - 64 years,2,Female,Thousand,65
PEA01,Population Estimates (Persons in April),1963,1963,565,65 - 69 years,-,Both sexes,Thousand,107.9
PEA01,Population Estimates (Persons in April),1963,1963,565,65 - 69 years,1,Male,Thousand,52.8
PEA01,Population Estimates (Persons in April),1963,1963,565,65 - 69 years,2,Female,Thousand,55.1
PEA01,Population Estimates (Persons in April),1963,1963,580,70 - 74 years,-,Both sexes,Thousand,92
PEA01,Population Estimates (Persons in April),1963,1963,580,70 - 74 years,1,Male,Thousand,43.5
PEA01,Population Estimates (Persons in April),1963,1963,580,70 - 74 years,2,Female,Thousand,48.5
PEA01,Population Estimates (Persons in April),1963,1963,595,75 - 79 years,-,Both sexes,Thousand,63.2
PEA01,Population Estimates (Persons in April),1963,1963,595,75 - 79 years,1,Male,Thousand,29.4
PEA01,Population Estimates (Persons in April),1963,1963,595,75 - 79 years,2,Female,Thousand,33.8
PEA01,Population Estimates (Persons in April),1963,1963,610,80 - 84 years,-,Both sexes,Thousand,36.6
PEA01,Population Estimates (Persons in April),1963,1963,610,80 - 84 years,1,Male,Thousand,16.4
PEA01,Population Estimates (Persons in April),1963,1963,610,80 - 84 years,2,Female,Thousand,20.2
PEA01,Population Estimates (Persons in April),1963,1963,630,85 years and over,-,Both sexes,Thousand,19.3
PEA01,Population Estimates (Persons in April),1963,1963,630,85 years and over,1,Male,Thousand,7.9
PEA01,Population Estimates (Persons in April),1963,1963,630,85 years and over,2,Female,Thousand,11.4
PEA01,Population Estimates (Persons in April),1964,1964,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1964,1964,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1964,1964,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1964,1964,245,5 - 9 years,-,Both sexes,Thousand,295.1
PEA01,Population Estimates (Persons in April),1964,1964,245,5 - 9 years,1,Male,Thousand,150.7
PEA01,Population Estimates (Persons in April),1964,1964,245,5 - 9 years,2,Female,Thousand,144.4
PEA01,Population Estimates (Persons in April),1964,1964,265,10 - 14 years,-,Both sexes,Thousand,287.4
PEA01,Population Estimates (Persons in April),1964,1964,265,10 - 14 years,1,Male,Thousand,147.1
PEA01,Population Estimates (Persons in April),1964,1964,265,10 - 14 years,2,Female,Thousand,140.3
PEA01,Population Estimates (Persons in April),1964,1964,300,15 - 19 years,-,Both sexes,Thousand,249.6
PEA01,Population Estimates (Persons in April),1964,1964,300,15 - 19 years,1,Male,Thousand,128.4
PEA01,Population Estimates (Persons in April),1964,1964,300,15 - 19 years,2,Female,Thousand,121.2
PEA01,Population Estimates (Persons in April),1964,1964,365,20 - 24 years,-,Both sexes,Thousand,174.7
PEA01,Population Estimates (Persons in April),1964,1964,365,20 - 24 years,1,Male,Thousand,89.2
PEA01,Population Estimates (Persons in April),1964,1964,365,20 - 24 years,2,Female,Thousand,85.5
PEA01,Population Estimates (Persons in April),1964,1964,410,25 - 29 years,-,Both sexes,Thousand,148.1
PEA01,Population Estimates (Persons in April),1964,1964,410,25 - 29 years,1,Male,Thousand,74.1
PEA01,Population Estimates (Persons in April),1964,1964,410,25 - 29 years,2,Female,Thousand,74
PEA01,Population Estimates (Persons in April),1964,1964,440,30 - 34 years,-,Both sexes,Thousand,149.4
PEA01,Population Estimates (Persons in April),1964,1964,440,30 - 34 years,1,Male,Thousand,74.6
PEA01,Population Estimates (Persons in April),1964,1964,440,30 - 34 years,2,Female,Thousand,74.8
PEA01,Population Estimates (Persons in April),1964,1964,460,35 - 39 years,-,Both sexes,Thousand,159.8
PEA01,Population Estimates (Persons in April),1964,1964,460,35 - 39 years,1,Male,Thousand,78.8
PEA01,Population Estimates (Persons in April),1964,1964,460,35 - 39 years,2,Female,Thousand,81
PEA01,Population Estimates (Persons in April),1964,1964,475,40 - 44 years,-,Both sexes,Thousand,166.6
PEA01,Population Estimates (Persons in April),1964,1964,475,40 - 44 years,1,Male,Thousand,82.8
PEA01,Population Estimates (Persons in April),1964,1964,475,40 - 44 years,2,Female,Thousand,83.8
PEA01,Population Estimates (Persons in April),1964,1964,495,45 - 49 years,-,Both sexes,Thousand,170.1
PEA01,Population Estimates (Persons in April),1964,1964,495,45 - 49 years,1,Male,Thousand,86
PEA01,Population Estimates (Persons in April),1964,1964,495,45 - 49 years,2,Female,Thousand,84.1
PEA01,Population Estimates (Persons in April),1964,1964,515,50 - 54 years,-,Both sexes,Thousand,162.1
PEA01,Population Estimates (Persons in April),1964,1964,515,50 - 54 years,1,Male,Thousand,83.5
PEA01,Population Estimates (Persons in April),1964,1964,515,50 - 54 years,2,Female,Thousand,78.6
PEA01,Population Estimates (Persons in April),1964,1964,530,55 - 59 years,-,Both sexes,Thousand,142.9
PEA01,Population Estimates (Persons in April),1964,1964,530,55 - 59 years,1,Male,Thousand,73.1
PEA01,Population Estimates (Persons in April),1964,1964,530,55 - 59 years,2,Female,Thousand,69.8
PEA01,Population Estimates (Persons in April),1964,1964,550,60 - 64 years,-,Both sexes,Thousand,127
PEA01,Population Estimates (Persons in April),1964,1964,550,60 - 64 years,1,Male,Thousand,62.9
PEA01,Population Estimates (Persons in April),1964,1964,550,60 - 64 years,2,Female,Thousand,64.1
PEA01,Population Estimates (Persons in April),1964,1964,565,65 - 69 years,-,Both sexes,Thousand,110.1
PEA01,Population Estimates (Persons in April),1964,1964,565,65 - 69 years,1,Male,Thousand,53.6
PEA01,Population Estimates (Persons in April),1964,1964,565,65 - 69 years,2,Female,Thousand,56.5
PEA01,Population Estimates (Persons in April),1964,1964,580,70 - 74 years,-,Both sexes,Thousand,91.4
PEA01,Population Estimates (Persons in April),1964,1964,580,70 - 74 years,1,Male,Thousand,43.1
PEA01,Population Estimates (Persons in April),1964,1964,580,70 - 74 years,2,Female,Thousand,48.3
PEA01,Population Estimates (Persons in April),1964,1964,595,75 - 79 years,-,Both sexes,Thousand,63.1
PEA01,Population Estimates (Persons in April),1964,1964,595,75 - 79 years,1,Male,Thousand,29.2
PEA01,Population Estimates (Persons in April),1964,1964,595,75 - 79 years,2,Female,Thousand,33.9
PEA01,Population Estimates (Persons in April),1964,1964,610,80 - 84 years,-,Both sexes,Thousand,36.3
PEA01,Population Estimates (Persons in April),1964,1964,610,80 - 84 years,1,Male,Thousand,16.2
PEA01,Population Estimates (Persons in April),1964,1964,610,80 - 84 years,2,Female,Thousand,20.1
PEA01,Population Estimates (Persons in April),1964,1964,630,85 years and over,-,Both sexes,Thousand,19.6
PEA01,Population Estimates (Persons in April),1964,1964,630,85 years and over,1,Male,Thousand,8
PEA01,Population Estimates (Persons in April),1964,1964,630,85 years and over,2,Female,Thousand,11.6
PEA01,Population Estimates (Persons in April),1965,1965,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1965,1965,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1965,1965,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1965,1965,245,5 - 9 years,-,Both sexes,Thousand,297.2
PEA01,Population Estimates (Persons in April),1965,1965,245,5 - 9 years,1,Male,Thousand,151.7
PEA01,Population Estimates (Persons in April),1965,1965,245,5 - 9 years,2,Female,Thousand,145.5
PEA01,Population Estimates (Persons in April),1965,1965,265,10 - 14 years,-,Both sexes,Thousand,286.6
PEA01,Population Estimates (Persons in April),1965,1965,265,10 - 14 years,1,Male,Thousand,146.5
PEA01,Population Estimates (Persons in April),1965,1965,265,10 - 14 years,2,Female,Thousand,140.1
PEA01,Population Estimates (Persons in April),1965,1965,300,15 - 19 years,-,Both sexes,Thousand,254.6
PEA01,Population Estimates (Persons in April),1965,1965,300,15 - 19 years,1,Male,Thousand,131
PEA01,Population Estimates (Persons in April),1965,1965,300,15 - 19 years,2,Female,Thousand,123.6
PEA01,Population Estimates (Persons in April),1965,1965,365,20 - 24 years,-,Both sexes,Thousand,180.1
PEA01,Population Estimates (Persons in April),1965,1965,365,20 - 24 years,1,Male,Thousand,92
PEA01,Population Estimates (Persons in April),1965,1965,365,20 - 24 years,2,Female,Thousand,88.1
PEA01,Population Estimates (Persons in April),1965,1965,410,25 - 29 years,-,Both sexes,Thousand,148.8
PEA01,Population Estimates (Persons in April),1965,1965,410,25 - 29 years,1,Male,Thousand,74.6
PEA01,Population Estimates (Persons in April),1965,1965,410,25 - 29 years,2,Female,Thousand,74.2
PEA01,Population Estimates (Persons in April),1965,1965,440,30 - 34 years,-,Both sexes,Thousand,148.2
PEA01,Population Estimates (Persons in April),1965,1965,440,30 - 34 years,1,Male,Thousand,74.3
PEA01,Population Estimates (Persons in April),1965,1965,440,30 - 34 years,2,Female,Thousand,73.9
PEA01,Population Estimates (Persons in April),1965,1965,460,35 - 39 years,-,Both sexes,Thousand,157.2
PEA01,Population Estimates (Persons in April),1965,1965,460,35 - 39 years,1,Male,Thousand,77.8
PEA01,Population Estimates (Persons in April),1965,1965,460,35 - 39 years,2,Female,Thousand,79.4
PEA01,Population Estimates (Persons in April),1965,1965,475,40 - 44 years,-,Both sexes,Thousand,165.2
PEA01,Population Estimates (Persons in April),1965,1965,475,40 - 44 years,1,Male,Thousand,82
PEA01,Population Estimates (Persons in April),1965,1965,475,40 - 44 years,2,Female,Thousand,83.2
PEA01,Population Estimates (Persons in April),1965,1965,495,45 - 49 years,-,Both sexes,Thousand,168.4
PEA01,Population Estimates (Persons in April),1965,1965,495,45 - 49 years,1,Male,Thousand,84.9
PEA01,Population Estimates (Persons in April),1965,1965,495,45 - 49 years,2,Female,Thousand,83.5
PEA01,Population Estimates (Persons in April),1965,1965,515,50 - 54 years,-,Both sexes,Thousand,163.7
PEA01,Population Estimates (Persons in April),1965,1965,515,50 - 54 years,1,Male,Thousand,84
PEA01,Population Estimates (Persons in April),1965,1965,515,50 - 54 years,2,Female,Thousand,79.7
PEA01,Population Estimates (Persons in April),1965,1965,530,55 - 59 years,-,Both sexes,Thousand,145
PEA01,Population Estimates (Persons in April),1965,1965,530,55 - 59 years,1,Male,Thousand,74.5
PEA01,Population Estimates (Persons in April),1965,1965,530,55 - 59 years,2,Female,Thousand,70.5
PEA01,Population Estimates (Persons in April),1965,1965,550,60 - 64 years,-,Both sexes,Thousand,125.5
PEA01,Population Estimates (Persons in April),1965,1965,550,60 - 64 years,1,Male,Thousand,62.3
PEA01,Population Estimates (Persons in April),1965,1965,550,60 - 64 years,2,Female,Thousand,63.2
PEA01,Population Estimates (Persons in April),1965,1965,565,65 - 69 years,-,Both sexes,Thousand,112.3
PEA01,Population Estimates (Persons in April),1965,1965,565,65 - 69 years,1,Male,Thousand,54.4
PEA01,Population Estimates (Persons in April),1965,1965,565,65 - 69 years,2,Female,Thousand,57.9
PEA01,Population Estimates (Persons in April),1965,1965,580,70 - 74 years,-,Both sexes,Thousand,90.8
PEA01,Population Estimates (Persons in April),1965,1965,580,70 - 74 years,1,Male,Thousand,42.7
PEA01,Population Estimates (Persons in April),1965,1965,580,70 - 74 years,2,Female,Thousand,48.1
PEA01,Population Estimates (Persons in April),1965,1965,595,75 - 79 years,-,Both sexes,Thousand,63
PEA01,Population Estimates (Persons in April),1965,1965,595,75 - 79 years,1,Male,Thousand,29
PEA01,Population Estimates (Persons in April),1965,1965,595,75 - 79 years,2,Female,Thousand,34
PEA01,Population Estimates (Persons in April),1965,1965,610,80 - 84 years,-,Both sexes,Thousand,35.9
PEA01,Population Estimates (Persons in April),1965,1965,610,80 - 84 years,1,Male,Thousand,16
PEA01,Population Estimates (Persons in April),1965,1965,610,80 - 84 years,2,Female,Thousand,19.9
PEA01,Population Estimates (Persons in April),1965,1965,630,85 years and over,-,Both sexes,Thousand,19.9
PEA01,Population Estimates (Persons in April),1965,1965,630,85 years and over,1,Male,Thousand,8
PEA01,Population Estimates (Persons in April),1965,1965,630,85 years and over,2,Female,Thousand,11.9
PEA01,Population Estimates (Persons in April),1966,1966,205,0 - 4 years,-,Both sexes,Thousand,315.9
PEA01,Population Estimates (Persons in April),1966,1966,205,0 - 4 years,1,Male,Thousand,161.3
PEA01,Population Estimates (Persons in April),1966,1966,205,0 - 4 years,2,Female,Thousand,154.6
PEA01,Population Estimates (Persons in April),1966,1966,245,5 - 9 years,-,Both sexes,Thousand,299
PEA01,Population Estimates (Persons in April),1966,1966,245,5 - 9 years,1,Male,Thousand,152.4
PEA01,Population Estimates (Persons in April),1966,1966,245,5 - 9 years,2,Female,Thousand,146.5
PEA01,Population Estimates (Persons in April),1966,1966,265,10 - 14 years,-,Both sexes,Thousand,285.5
PEA01,Population Estimates (Persons in April),1966,1966,265,10 - 14 years,1,Male,Thousand,145.6
PEA01,Population Estimates (Persons in April),1966,1966,265,10 - 14 years,2,Female,Thousand,139.8
PEA01,Population Estimates (Persons in April),1966,1966,300,15 - 19 years,-,Both sexes,Thousand,259.4
PEA01,Population Estimates (Persons in April),1966,1966,300,15 - 19 years,1,Male,Thousand,133.3
PEA01,Population Estimates (Persons in April),1966,1966,300,15 - 19 years,2,Female,Thousand,126
PEA01,Population Estimates (Persons in April),1966,1966,365,20 - 24 years,-,Both sexes,Thousand,185.3
PEA01,Population Estimates (Persons in April),1966,1966,365,20 - 24 years,1,Male,Thousand,94.7
PEA01,Population Estimates (Persons in April),1966,1966,365,20 - 24 years,2,Female,Thousand,90.6
PEA01,Population Estimates (Persons in April),1966,1966,410,25 - 29 years,-,Both sexes,Thousand,149.3
PEA01,Population Estimates (Persons in April),1966,1966,410,25 - 29 years,1,Male,Thousand,75
PEA01,Population Estimates (Persons in April),1966,1966,410,25 - 29 years,2,Female,Thousand,74.3
PEA01,Population Estimates (Persons in April),1966,1966,440,30 - 34 years,-,Both sexes,Thousand,146.6
PEA01,Population Estimates (Persons in April),1966,1966,440,30 - 34 years,1,Male,Thousand,73.8
PEA01,Population Estimates (Persons in April),1966,1966,440,30 - 34 years,2,Female,Thousand,72.8
PEA01,Population Estimates (Persons in April),1966,1966,460,35 - 39 years,-,Both sexes,Thousand,154.3
PEA01,Population Estimates (Persons in April),1966,1966,460,35 - 39 years,1,Male,Thousand,76.5
PEA01,Population Estimates (Persons in April),1966,1966,460,35 - 39 years,2,Female,Thousand,77.8
PEA01,Population Estimates (Persons in April),1966,1966,475,40 - 44 years,-,Both sexes,Thousand,163.4
PEA01,Population Estimates (Persons in April),1966,1966,475,40 - 44 years,1,Male,Thousand,81
PEA01,Population Estimates (Persons in April),1966,1966,475,40 - 44 years,2,Female,Thousand,82.4
PEA01,Population Estimates (Persons in April),1966,1966,495,45 - 49 years,-,Both sexes,Thousand,166.5
PEA01,Population Estimates (Persons in April),1966,1966,495,45 - 49 years,1,Male,Thousand,83.6
PEA01,Population Estimates (Persons in April),1966,1966,495,45 - 49 years,2,Female,Thousand,82.9
PEA01,Population Estimates (Persons in April),1966,1966,515,50 - 54 years,-,Both sexes,Thousand,165
PEA01,Population Estimates (Persons in April),1966,1966,515,50 - 54 years,1,Male,Thousand,84.3
PEA01,Population Estimates (Persons in April),1966,1966,515,50 - 54 years,2,Female,Thousand,80.6
PEA01,Population Estimates (Persons in April),1966,1966,530,55 - 59 years,-,Both sexes,Thousand,147.1
PEA01,Population Estimates (Persons in April),1966,1966,530,55 - 59 years,1,Male,Thousand,75.8
PEA01,Population Estimates (Persons in April),1966,1966,530,55 - 59 years,2,Female,Thousand,71.2
PEA01,Population Estimates (Persons in April),1966,1966,550,60 - 64 years,-,Both sexes,Thousand,123.8
PEA01,Population Estimates (Persons in April),1966,1966,550,60 - 64 years,1,Male,Thousand,61.6
PEA01,Population Estimates (Persons in April),1966,1966,550,60 - 64 years,2,Female,Thousand,62.2
PEA01,Population Estimates (Persons in April),1966,1966,565,65 - 69 years,-,Both sexes,Thousand,114.2
PEA01,Population Estimates (Persons in April),1966,1966,565,65 - 69 years,1,Male,Thousand,55
PEA01,Population Estimates (Persons in April),1966,1966,565,65 - 69 years,2,Female,Thousand,59.2
PEA01,Population Estimates (Persons in April),1966,1966,580,70 - 74 years,-,Both sexes,Thousand,90.1
PEA01,Population Estimates (Persons in April),1966,1966,580,70 - 74 years,1,Male,Thousand,42.2
PEA01,Population Estimates (Persons in April),1966,1966,580,70 - 74 years,2,Female,Thousand,47.9
PEA01,Population Estimates (Persons in April),1966,1966,595,75 - 79 years,-,Both sexes,Thousand,62.8
PEA01,Population Estimates (Persons in April),1966,1966,595,75 - 79 years,1,Male,Thousand,28.7
PEA01,Population Estimates (Persons in April),1966,1966,595,75 - 79 years,2,Female,Thousand,34.1
PEA01,Population Estimates (Persons in April),1966,1966,610,80 - 84 years,-,Both sexes,Thousand,35.6
PEA01,Population Estimates (Persons in April),1966,1966,610,80 - 84 years,1,Male,Thousand,15.8
PEA01,Population Estimates (Persons in April),1966,1966,610,80 - 84 years,2,Female,Thousand,19.8
PEA01,Population Estimates (Persons in April),1966,1966,630,85 years and over,-,Both sexes,Thousand,20.3
PEA01,Population Estimates (Persons in April),1966,1966,630,85 years and over,1,Male,Thousand,8.1
PEA01,Population Estimates (Persons in April),1966,1966,630,85 years and over,2,Female,Thousand,12.2
PEA01,Population Estimates (Persons in April),1967,1967,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1967,1967,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1967,1967,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1967,1967,245,5 - 9 years,-,Both sexes,Thousand,302.1
PEA01,Population Estimates (Persons in April),1967,1967,245,5 - 9 years,1,Male,Thousand,154.1
PEA01,Population Estimates (Persons in April),1967,1967,245,5 - 9 years,2,Female,Thousand,148
PEA01,Population Estimates (Persons in April),1967,1967,265,10 - 14 years,-,Both sexes,Thousand,287.6
PEA01,Population Estimates (Persons in April),1967,1967,265,10 - 14 years,1,Male,Thousand,146.7
PEA01,Population Estimates (Persons in April),1967,1967,265,10 - 14 years,2,Female,Thousand,140.9
PEA01,Population Estimates (Persons in April),1967,1967,300,15 - 19 years,-,Both sexes,Thousand,260.7
PEA01,Population Estimates (Persons in April),1967,1967,300,15 - 19 years,1,Male,Thousand,133.9
PEA01,Population Estimates (Persons in April),1967,1967,300,15 - 19 years,2,Female,Thousand,126.8
PEA01,Population Estimates (Persons in April),1967,1967,365,20 - 24 years,-,Both sexes,Thousand,191
PEA01,Population Estimates (Persons in April),1967,1967,365,20 - 24 years,1,Male,Thousand,97.6
PEA01,Population Estimates (Persons in April),1967,1967,365,20 - 24 years,2,Female,Thousand,93.4
PEA01,Population Estimates (Persons in April),1967,1967,410,25 - 29 years,-,Both sexes,Thousand,153.9
PEA01,Population Estimates (Persons in April),1967,1967,410,25 - 29 years,1,Male,Thousand,77.4
PEA01,Population Estimates (Persons in April),1967,1967,410,25 - 29 years,2,Female,Thousand,76.5
PEA01,Population Estimates (Persons in April),1967,1967,440,30 - 34 years,-,Both sexes,Thousand,147.4
PEA01,Population Estimates (Persons in April),1967,1967,440,30 - 34 years,1,Male,Thousand,74.4
PEA01,Population Estimates (Persons in April),1967,1967,440,30 - 34 years,2,Female,Thousand,73
PEA01,Population Estimates (Persons in April),1967,1967,460,35 - 39 years,-,Both sexes,Thousand,153.2
PEA01,Population Estimates (Persons in April),1967,1967,460,35 - 39 years,1,Male,Thousand,76.3
PEA01,Population Estimates (Persons in April),1967,1967,460,35 - 39 years,2,Female,Thousand,76.9
PEA01,Population Estimates (Persons in April),1967,1967,475,40 - 44 years,-,Both sexes,Thousand,161.2
PEA01,Population Estimates (Persons in April),1967,1967,475,40 - 44 years,1,Male,Thousand,80
PEA01,Population Estimates (Persons in April),1967,1967,475,40 - 44 years,2,Female,Thousand,81.2
PEA01,Population Estimates (Persons in April),1967,1967,495,45 - 49 years,-,Both sexes,Thousand,165.2
PEA01,Population Estimates (Persons in April),1967,1967,495,45 - 49 years,1,Male,Thousand,82.8
PEA01,Population Estimates (Persons in April),1967,1967,495,45 - 49 years,2,Female,Thousand,82.4
PEA01,Population Estimates (Persons in April),1967,1967,515,50 - 54 years,-,Both sexes,Thousand,163.6
PEA01,Population Estimates (Persons in April),1967,1967,515,50 - 54 years,1,Male,Thousand,83.4
PEA01,Population Estimates (Persons in April),1967,1967,515,50 - 54 years,2,Female,Thousand,80.2
PEA01,Population Estimates (Persons in April),1967,1967,530,55 - 59 years,-,Both sexes,Thousand,148.4
PEA01,Population Estimates (Persons in April),1967,1967,530,55 - 59 years,1,Male,Thousand,76.3
PEA01,Population Estimates (Persons in April),1967,1967,530,55 - 59 years,2,Female,Thousand,72.1
PEA01,Population Estimates (Persons in April),1967,1967,550,60 - 64 years,-,Both sexes,Thousand,125.7
PEA01,Population Estimates (Persons in April),1967,1967,550,60 - 64 years,1,Male,Thousand,62.9
PEA01,Population Estimates (Persons in April),1967,1967,550,60 - 64 years,2,Female,Thousand,62.8
PEA01,Population Estimates (Persons in April),1967,1967,565,65 - 69 years,-,Both sexes,Thousand,113.7
PEA01,Population Estimates (Persons in April),1967,1967,565,65 - 69 years,1,Male,Thousand,54.9
PEA01,Population Estimates (Persons in April),1967,1967,565,65 - 69 years,2,Female,Thousand,58.8
PEA01,Population Estimates (Persons in April),1967,1967,580,70 - 74 years,-,Both sexes,Thousand,91.7
PEA01,Population Estimates (Persons in April),1967,1967,580,70 - 74 years,1,Male,Thousand,42.6
PEA01,Population Estimates (Persons in April),1967,1967,580,70 - 74 years,2,Female,Thousand,49.1
PEA01,Population Estimates (Persons in April),1967,1967,595,75 - 79 years,-,Both sexes,Thousand,62.5
PEA01,Population Estimates (Persons in April),1967,1967,595,75 - 79 years,1,Male,Thousand,28.5
